@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute Class {'1','2','3','4'}
@data
0.124609057123106,-0.543287901618461,'1'
0.107001800010617,-0.537480868875868,'1'
0.0877938831606287,-0.531673836133274,'1'
0.066985306573142,-0.522963287019384,'1'
0.0445760702481562,-0.514252737905493,'1'
0.0221668339231703,-0.502638672420305,'1'
-0.00344372187681349,-0.493928123306416,'1'
-0.0306549374142965,-0.479410541449931,'1'
-0.0562654932142803,-0.464892959593447,'1'
-0.0850773684892617,-0.450375377736963,'1'
-0.113889243764243,-0.435857795880479,'1'
-0.142701119039225,-0.421340214023995,'1'
-0.173113654051706,-0.403919115796214,'1'
-0.201925529326688,-0.386498017568432,'1'
-0.23073740460167,-0.369076919340652,'1'
-0.26114993961415,-0.351655821112871,'1'
-0.289961814889132,-0.334234722885091,'1'
-0.320374349901613,-0.313910108286012,'1'
-0.350786884914094,-0.296489010058232,'1'
-0.381199419926574,-0.276164395459154,'1'
-0.411611954939055,-0.258743297231373,'1'
-0.442024489951536,-0.238418682632295,'1'
-0.474037684701516,-0.226804617147108,'1'
-0.504450219713996,-0.20648000254803,'1'
-0.536463414463976,-0.183251871577656,'1'
-0.566875949476457,-0.160023740607281,'1'
-0.594087165013939,-0.139699126008204,'1'
-0.62449970002642,-0.119374511409125,'1'
-0.659714214251398,-0.0990498968100477,'2'
-0.68852608952638,-0.0816287985822668,'2'
-0.717337964801362,-0.061304183983189,'2'
-0.747750499813842,-0.0438830857554081,'2'
-0.776562375088824,-0.0235584711563303,'2'
-0.803773590626307,-0.00613737292854942,'2'
-0.82938414642629,0.00838020892793433,'2'
-0.843790084063782,0.0112837252992312,'2'
-0.843790084063782,0.00257317618534103,'2'
-0.840588764588784,-0.000330340185955762,'2'
-0.838988104851285,-0.00323385655725256,'2'
-0.840588764588784,-0.00323385655725256,'2'
-0.840588764588784,-0.00613737292854942,'2'
-0.840588764588784,-0.00904088929984624,'2'
-0.842189424326283,-0.00904088929984624,'2'
-0.842189424326283,-0.0119444056711431,'2'
-0.842189424326283,-0.0148479220424399,'2'
-0.840588764588784,-0.0177514384137367,'2'
-0.84699140353878,-0.0119444056711431,'2'
-0.850192723013778,-0.00613737292854942,'2'
-0.851793382751277,-0.00904088929984624,'2'
-0.853394042488776,-0.0148479220424399,'2'
-0.854994702226275,-0.0264619875276271,'2'
-0.856595361963774,-0.0293655038989239,'2'
-0.858196021701272,-0.0206549547850335,'2'
-0.859796681438771,-0.0206549547850335,'2'
-0.86139734117627,-0.0119444056711431,'2'
-0.862998000913769,0.00838020892793433,'2'
-0.851793382751277,0.0983892164381355,'2'
-0.840588764588784,0.281310747829835,'2'
-0.835786785376286,-0.00323385655725256,'2'
-0.858196021701272,0.269696682344649,'2'
-0.858196021701272,0.260986133230758,'2'
-0.853394042488776,0.478749861078019,'2'
-0.848592063276279,0.0780646018390581,'2'
-0.842189424326283,0.194205256690931,'2'
0.435137046197909,0.182591191205744,'1'
0.436737705935408,0.170977125720556,'1'
0.438338365672907,0.0722575690964645,'1'
0.441539685147905,0.159363060235369,'1'
0.444741004622903,0.156459543864072,'1'
0.436737705935408,0.162266576606666,'1'
0.425533087772915,0.110003281923323,'1'
0.411127150135424,0.139038445636291,'1'
0.393519893022935,0.115810314665917,'1'
0.372711316435448,0.0983892164381355,'1'
0.350302080110463,0.0809681182103549,'1'
0.324691524310478,0.0606435036112772,'1'
0.299080968510495,0.0403188890121994,'1'
0.271869752973012,0.0199942744131216,'1'
0.244658537435529,-0.000330340185955762,'1'
0.215846662160548,-0.0235584711563303,'1'
0.187034786885566,-0.0438830857554081,'1'
0.156622251873085,-0.0642077003544858,'1'
0.127810376598104,-0.0874358313248604,'1'
0.097397841585623,-0.110663962295235,'1'
0.0653846468356428,-0.122278027780422,'1'
0.0349721118231622,-0.139699126008204,'1'
0.00455957681068132,-0.162927256978577,'1'
-0.0258529582017994,-0.180348355206359,'1'
-0.0514635140017831,-0.200672969805436,'1'
-0.0866780282267609,-0.220997584404514,'1'
-0.113889243764243,-0.238418682632295,'1'
-0.150704417726721,-0.258743297231373,'1'
-0.1827176124767,-0.287778460944341,'1'
-0.213130147489181,-0.308103075543419,'1'
-0.245143342239161,-0.3255241737712,'1'
-0.277156536989141,-0.348752304741575,'1'
-0.307569072001621,-0.360366370226761,'1'
-0.337981607014102,-0.377787468454543,'1'
-0.366793482289084,-0.39811208305362,'1'
-0.397206017301565,-0.415533181281401,'1'
-0.426017892576546,-0.432954279509182,'1'
-0.454829767851528,-0.453278894108259,'1'
-0.48364164312651,-0.470699992336041,'1'
-0.512453518401491,-0.491024606935118,'1'
-0.541265393676473,-0.505542188791602,'1'
-0.570077268951455,-0.52586680339068,'1'
-0.967040883851204,-0.546191417989758,'2'
-0.997453418863684,-0.57232306533143,'2'
-1.08068772521363,-0.58974416355921,'2'
-1.09989564206362,-0.607165261786991,'2'
-1.1223048783886,-0.618779327272178,'2'
-1.1431134549761,-0.642007458242553,'2'
-1.16232137182608,-0.650718007356444,'2'
-0.757354458238837,-0.650718007356444,'2'
-0.752552479026339,-0.66233207284163,'2'
-0.749351159551341,-0.671042621955521,'2'
-0.75095181928884,-0.673946138326818,'2'
-0.75095181928884,-0.676849654698115,'2'
-0.755753798501338,-0.679753171069412,'2'
-1.25996161581352,-0.679753171069412,'2'
-1.25996161581352,-0.682656687440708,'2'
-1.25836095607601,-0.685560203812005,'2'
-1.25836095607601,-0.688463720183302,'2'
-1.25836095607601,-0.691367236554599,'2'
-1.25195831712602,-0.694270752925896,'2'
-0.754153138763839,-0.694270752925896,'2'
-0.754153138763839,-0.697174269297192,'2'
-0.754153138763839,-0.700077785668489,'2'
-0.754153138763839,-0.705884818411083,'2'
-0.754153138763839,-0.720402400267567,'2'
-0.752552479026339,-0.714595367524973,'2'
-0.752552479026339,-0.720402400267567,'2'
-0.744549180338844,-0.72620943301016,'2'
-0.742948520601345,-0.729112949381458,'2'
-0.744549180338844,-0.734919982124051,'2'
-0.749351159551341,-0.740727014866644,'2'
-0.749351159551341,-0.749437563980535,'2'
-0.75095181928884,-0.755244596723129,'2'
-0.75095181928884,-0.763955145837019,'2'
-0.75095181928884,-0.769762178579613,'2'
-0.746149840076343,-0.775569211322207,'2'
-0.746149840076343,-0.781376244064801,'2'
-0.744549180338844,-0.784279760436097,'2'
-0.741347860863846,-0.790086793178691,'2'
-0.749351159551341,-0.798797342292581,'2'
-0.75095181928884,-0.807507891406472,'2'
-0.752552479026339,-0.816218440520362,'2'
-0.758955117976336,-0.822025473262956,'2'
-0.758955117976336,-0.830736022376846,'2'
-0.755753798501338,-0.833639538748142,'2'
-0.757354458238837,-0.839446571490737,'2'
-0.752552479026339,-0.842350087862033,'2'
-0.752552479026339,-0.84525360423333,'2'
-0.760555777713835,-0.810411407777769,'2'
-0.770159736138828,-0.833639538748142,'2'
-0.773361055613826,-0.84525360423333,'2'
-0.774961715351325,-0.851060636975924,'2'
-0.78296501403882,-0.851060636975924,'2'
-0.778163034826323,-0.842350087862033,'2'
-0.781364354301321,-0.763955145837019,'2'
-0.776562375088824,-0.740727014866644,'2'
-0.773361055613826,-0.729112949381458,'2'
-0.62449970002642,-0.822025473262956,'4'
-0.784565673776319,-0.819121956891658,'2'
-0.786166333513818,-0.816218440520362,'2'
-0.787766993251317,-0.752341080351832,'2'
-0.787766993251317,-0.740727014866644,'2'
-0.78296501403882,-0.604261745415694,'2'
-0.787766993251317,-0.607165261786991,'2'
-0.78296501403882,-0.607165261786991,'2'
-0.78296501403882,-0.601358229044398,'2'
-0.778163034826323,-0.604261745415694,'2'
-0.755753798501338,-0.569419548960132,'2'
-0.75095181928884,0.728452269009546,'2'
3.27150610104612,-0.763955145837019,'4'
3.26670412183361,-0.761051629465723,'4'
3.26670412183361,-0.758148113094426,'4'
3.26670412183361,-0.766858662208316,'4'
3.26510346209612,-0.752341080351832,'4'
2.62644022683402,-0.755244596723129,'4'
2.60723230998403,-0.740727014866644,'4'
3.24589554524613,-0.72620943301016,'4'
3.23629158682114,-0.705884818411083,'4'
3.22508696865864,-0.673946138326818,'4'
